facility_id,facility_name,address,city_town,state,zip_code,county_parish,hbips_2_measure_description,hbips_2_overall_rate_per_1000,hbips_2_overall_num,hbips_2_overall_den,hbips_2_overall_footnote,hbips_3_measure_description,hbips_3_overall_rate_per_1000,hbips_3_overall_num,hbips_3_overall_den,hbips_3_overall_footnote,hbips_5_measure_description,hbips_5_percent,hbips_5_denominator,hbips_5_footnote,smd_measure_description,smd_percent,smd_denominator,smd_footnote,sub_2_2a_measure_description,sub_2_percent,sub_2_denominator,sub_2_footnote,sub_2a_percent,sub_2a_denominator,sub_2a_footnote,sub_3_3a_measure_description,sub_3_percent,sub_3_denominator,sub_3_footnote,sub_3a_percent,sub_3a_denominator,sub_3a_footnote,tob_2_2a_measure_desc,tob_2_percent,tob_2_denominator,tob_2_footnote,tob_2a_percent,tob_2a_denominator,tob_2a_footnote,tob_3_3a_measure_description,tob_3_percent,tob_3_denominator,tob_3_footnote,tob_3a_percent,tob_3a_denominator,tob_3a_footnote,tr_1_measure_description,tr_1_percent,tr_1_denominator,tr_1_footnote,tr_2_measure_description,tr_2_percent,tr_2_denominator,tr_2_footnote,start_date,end_date,fuh_measure_description,fuh_30_percent,fuh_30_denominator,fuh_30_footnote,fuh_7_percent,fuh_7_denominator,fuh_7_footnote,fuh_measure_start_date,fuh_measure_end_date,med_cont_measure_desc,med_cont_percent,med_cont_denominator,med_cont_footnote,med_cont_measure_start_date,med_cont_measure_end_date,readm_30_ipf_measure_desc,readm_30_ipf_category,readm_30_ipf_denominator,readm_30_ipf_rate,readm_30_ipf_lower_estimate,readm_30_ipf_higher_estimate,readm_30_ipf_footnote,readm_30_ipf_start_date,readm_30_ipf_end_date,imm_2_measure_description,imm_2_percent,imm_2_denominator,imm_2_footnote,flu_season_start_date,flu_season_end_date,ipfqr_hcp_covid_19_measure_description,ipfqr_hcp_covid_19_percent,ipfqr_hcp_covid_19_denominator,ipfqr_hcp_covid_19_footnote,ipfqr_hcp_covid_19_start_date,ipfqr_hcp_covid_19_end_date
054096,SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BLVD,SACRAMENTO,CA,95826,SACRAMENTO,Hours of physical-restraint use,0.03,16.34,21243,,Hours of seclusion use,0.03,12.93,21243,,Patients discharged on multiple antipsychotic medications with appropriate justification,83,35,,Screening for metabolic disorders (SMD),87,301,,Alcohol use brief intervention provided or offered,67,99,,70,89,,Alcohol and other drug use disorder treatment provided or offered at discharge,39,131,,37,131,,Tobacco use treatment provided or offered,47,175,,43,149,,Tobacco use treatment provided or offered at discharge,74,133,,17,133,,Transition record with specified elements received by discharged patients (TR1),67,627,,Timely transmission of transition record (TR2),66,627,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,58.5,135,,37,135,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,74.7,190,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,226,20.3,16.5,24.5,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),96,310,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),92,374,,2022-10-01,2022-12-31
054104,HERITAGE OAKS HOSPITAL,4250 AUBURN BLVD,SACRAMENTO,CA,95841,SACRAMENTO,Hours of physical-restraint use,0.03,29.62,40480,,Hours of seclusion use,0.48,465.98,40480,,Patients discharged on multiple antipsychotic medications with appropriate justification,58,95,,Screening for metabolic disorders (SMD),94,613,,Alcohol use brief intervention provided or offered,97,71,,47,70,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,273,,0,273,,Tobacco use treatment provided or offered,100,318,,1,318,,Tobacco use treatment provided or offered at discharge,99,286,,0,286,,Transition record with specified elements received by discharged patients (TR1),76,836,,Timely transmission of transition record (TR2),76,836,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.7,343,,19,343,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,75,640,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,669,22.7,20,25.7,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),15,382,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),93.3,374,,2022-10-01,2022-12-31
054110,BHC FREMONT HOSPITAL INC,39001 SUNDALE DRIVE,FREMONT,CA,94538,ALAMEDA,Hours of physical-restraint use,0.04,41.1,40235,,Hours of seclusion use,0.09,82.47,40235,,Patients discharged on multiple antipsychotic medications with appropriate justification,72,101,,Screening for metabolic disorders (SMD),97,469,,Alcohol use brief intervention provided or offered,83,42,,63,41,,Alcohol and other drug use disorder treatment provided or offered at discharge,64,188,,44,188,,Tobacco use treatment provided or offered,77,132,,69,130,,Tobacco use treatment provided or offered at discharge,64,123,,23,123,,Transition record with specified elements received by discharged patients (TR1),95,1068,,Timely transmission of transition record (TR2),95,1068,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,40.2,244,,21.3,244,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,73,392,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,446,21.7,18.5,25.2,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),95,511,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),97.6,484,,2022-10-01,2022-12-31
054111,CANYON RIDGE HOSPITAL,5353 G STREET,CHINO,CA,91710,SAN BERNARDINO,Hours of physical-restraint use,0.02,20.72,42679,,Hours of seclusion use,0,0.23,42679,,Patients discharged on multiple antipsychotic medications with appropriate justification,98,50,,Screening for metabolic disorders (SMD),100,552,,Alcohol use brief intervention provided or offered,99,86,,99,85,,Alcohol and other drug use disorder treatment provided or offered at discharge,95,230,,93,230,,Tobacco use treatment provided or offered,100,200,,42,200,,Tobacco use treatment provided or offered at discharge,98,179,,42,179,,Transition record with specified elements received by discharged patients (TR1),100,1222,,Timely transmission of transition record (TR2),100,1222,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.3,276,,22.5,276,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,69.9,495,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,536,22.5,19.5,25.6,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),99,618,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),89.8,557,,2022-10-01,2022-12-31
054122,DEPT OF STATE HOSPITALS - NAPA,2100 NAPA VALLEJO HIGHWAY,NAPA,CA,94558,NAPA,Hours of physical-restraint use,3.86,1431.12,15464,,Hours of seclusion use,1.39,515.47,15464,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),NA,NA,1,Alcohol use brief intervention provided or offered,NA,NA,7,NA,NA,7,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Tobacco use treatment provided or offered,NA,NA,7,NA,NA,7,Tobacco use treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Transition record with specified elements received by discharged patients (TR1),NA,NA,1,Timely transmission of transition record (TR2),NA,NA,1,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,5,NA,NA,5,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,5,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),NA,NA,NA,NA,NA,5,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),NA,NA,7,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),NA,NA,5,2022-10-01,2022-12-31
054123,ST JOSEPH'S BEHAVIORAL HEALTH CENTER,2510 N  CALIFORNIA ST,STOCKTON,CA,95204,SAN JOAQUIN,Hours of physical-restraint use,0.24,64.15,10937,,Hours of seclusion use,0.59,154.55,10937,,Patients discharged on multiple antipsychotic medications with appropriate justification,74,19,,Screening for metabolic disorders (SMD),98,203,,Alcohol use brief intervention provided or offered,49,49,,56,41,,Alcohol and other drug use disorder treatment provided or offered at discharge,75,144,,61,144,,Tobacco use treatment provided or offered,83,199,,70,199,,Tobacco use treatment provided or offered at discharge,75,186,,0,186,,Transition record with specified elements received by discharged patients (TR1),12,625,,Timely transmission of transition record (TR2),7,625,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,29.7,320,,15,320,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,63.8,594,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse than the National Rate,704,25.2,22.4,28.3,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),93,311,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),95.3,272,,2022-10-01,2022-12-31
054124,SEMPERVIRENS,720 WOOD ST,EUREKA,CA,95501,HUMBOLDT,Hours of physical-restraint use,0.51,43,3504,,Hours of seclusion use,1.12,94,3504,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,23,,Screening for metabolic disorders (SMD),1,209,,Alcohol use brief intervention provided or offered,73,11,,73,11,,Alcohol and other drug use disorder treatment provided or offered at discharge,15,117,,15,117,,Tobacco use treatment provided or offered,0,129,,0,131,,Tobacco use treatment provided or offered at discharge,0,129,,0,129,,Transition record with specified elements received by discharged patients (TR1),0,211,,Timely transmission of transition record (TR2),0,211,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,60.5,86,,26.7,86,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,77.6,98,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,143,17.8,13.4,22.9,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),0,162,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),90.9,80,,2022-10-01,2022-12-31
054125,SANTA BARBARA COUNTY PSYCHIATRIC HEALTH FACILITY,315 CAMINO DEL REMEDIO,SANTA BARBARA,CA,93110,SANTA BARBARA,Hours of physical-restraint use,0.28,33.27,4957,,Hours of seclusion use,0.22,26.38,4957,,Patients discharged on multiple antipsychotic medications with appropriate justification,64,22,,Screening for metabolic disorders (SMD),100,347,,Alcohol use brief intervention provided or offered,100,30,,100,30,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,30,,83,30,,Tobacco use treatment provided or offered,68,186,,67,186,,Tobacco use treatment provided or offered at discharge,95,186,,95,186,,Transition record with specified elements received by discharged patients (TR1),97,463,,Timely transmission of transition record (TR2),97,463,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,16.7,18,,0,18,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,52,22.2,16.5,29,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),0,207,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),93.6,72,,2022-10-01,2022-12-31
054130,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVE,RIVERSIDE,CA,92506,RIVERSIDE,Hours of physical-restraint use,0.13,142.31,46817,,Hours of seclusion use,0,2.93,46817,,Patients discharged on multiple antipsychotic medications with appropriate justification,91,32,,Screening for metabolic disorders (SMD),97,352,,Alcohol use brief intervention provided or offered,77,56,,76,51,,Alcohol and other drug use disorder treatment provided or offered at discharge,75,225,,59,225,,Tobacco use treatment provided or offered,95,245,,81,243,,Tobacco use treatment provided or offered at discharge,84,224,,1,224,,Transition record with specified elements received by discharged patients (TR1),79,621,,Timely transmission of transition record (TR2),76,621,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,30.3,238,,14.3,238,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,66.5,322,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,353,21.9,18.4,25.7,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),99,303,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),81.3,225,,2022-10-01,2022-12-31
054131,JOHN MUIR BEHAVIORAL HEALTH CENTER,2740 GRANT STREET,CONCORD,CA,94524,CONTRA COSTA,Hours of physical-restraint use,0,27.97,403848,,Hours of seclusion use,0,24.43,403848,,Patients discharged on multiple antipsychotic medications with appropriate justification,98,99,,Screening for metabolic disorders (SMD),87,1187,,Alcohol use brief intervention provided or offered,85,181,,18,173,,Alcohol and other drug use disorder treatment provided or offered at discharge,79,188,,35,188,,Tobacco use treatment provided or offered,94,315,,2,311,,Tobacco use treatment provided or offered at discharge,57,273,,1,273,,Transition record with specified elements received by discharged patients (TR1),90,2261,,Timely transmission of transition record (TR2),83,2261,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,56.4,110,,35.5,110,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,81.6,163,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,235,19.8,16,24.6,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),98,1221,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),71.3,309,,2022-10-01,2022-12-31
054133,DEPT OF STATE HOSPITALS - METROPOLITAN - PSY,11401 S NORWALK BLVD,NORWALK,CA,90650,LOS ANGELES,Hours of physical-restraint use,11.39,4242.53,15514,,Hours of seclusion use,0,0,15514,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),NA,NA,1,Alcohol use brief intervention provided or offered,NA,NA,1,NA,NA,7,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Tobacco use treatment provided or offered,NA,NA,1,NA,NA,7,Tobacco use treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Transition record with specified elements received by discharged patients (TR1),0,14,,Timely transmission of transition record (TR2),0,14,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,5,NA,NA,5,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,5,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),NA,NA,NA,NA,NA,5,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),NA,NA,7,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),NA,NA,5,2022-10-01,2022-12-31
054135,NEWPORT BAY HOSPITAL,1501 E 16TH ST,NEWPORT BEACH,CA,92663,ORANGE,Hours of physical-restraint use,0,0.25,9181,,Hours of seclusion use,0,0.25,9181,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,61,,Screening for metabolic disorders (SMD),100,543,,Alcohol use brief intervention provided or offered,100,36,,100,36,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,36,,100,36,,Tobacco use treatment provided or offered,100,80,,100,80,,Tobacco use treatment provided or offered at discharge,100,80,,100,80,,Transition record with specified elements received by discharged patients (TR1),100,505,,Timely transmission of transition record (TR2),100,505,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,51.5,33,,30.3,33,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better than the National Rate,516,16.2,13.3,19.4,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),100,286,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),NA,NA,5,2022-10-01,2022-12-31
054144,UCSF LANGLEY PORTER PSYCHIATRIC HOSPITAL AND CLINICS,401 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,SAN FRANCISCO,Hours of physical-restraint use,0.19,30.42,6810,,Hours of seclusion use,0.2,32.22,6810,,Patients discharged on multiple antipsychotic medications with appropriate justification,95,19,,Screening for metabolic disorders (SMD),94,281,,Alcohol use brief intervention provided or offered,92,73,,53,72,,Alcohol and other drug use disorder treatment provided or offered at discharge,92,87,,90,87,,Tobacco use treatment provided or offered,54,133,,37,98,,Tobacco use treatment provided or offered at discharge,78,83,,65,83,,Transition record with specified elements received by discharged patients (TR1),85,393,,Timely transmission of transition record (TR2),85,393,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,73.5,68,,45.6,68,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,79.5,83,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,130,16.1,11.9,21.3,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),97,186,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),99,594,,2022-10-01,2022-12-31
054145,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVENUE,SAN DIEGO,CA,92123,SAN DIEGO,Hours of physical-restraint use,0.05,47.32,37713,,Hours of seclusion use,0.11,96.47,37713,,Patients discharged on multiple antipsychotic medications with appropriate justification,77,60,,Screening for metabolic disorders (SMD),91,363,,Alcohol use brief intervention provided or offered,90,98,,89,98,,Alcohol and other drug use disorder treatment provided or offered at discharge,94,115,,93,115,,Tobacco use treatment provided or offered,89,57,,78,54,,Tobacco use treatment provided or offered at discharge,71,38,,63,38,,Transition record with specified elements received by discharged patients (TR1),76,792,,Timely transmission of transition record (TR2),49,792,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,66.5,191,,47.6,191,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,79.9,289,,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,641,20.9,18.2,23.6,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),99,335,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),96.9,1604,,2022-10-01,2022-12-31
054146,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,"2633 E 27TH STREET, BUILDING B",OAKLAND,CA,94601,ALAMEDA,Hours of physical-restraint use,0.17,25.7,6257,,Hours of seclusion use,0.36,54.1,6257,,Patients discharged on multiple antipsychotic medications with appropriate justification,1,542,,Screening for metabolic disorders (SMD),4,813,,Alcohol use brief intervention provided or offered,19,889,,97,173,,Alcohol and other drug use disorder treatment provided or offered at discharge,2,46,,2,46,,Tobacco use treatment provided or offered,3,815,,46,46,,Tobacco use treatment provided or offered at discharge,0,11,,0,11,,Transition record with specified elements received by discharged patients (TR1),100,1040,,Timely transmission of transition record (TR2),100,1040,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,34.5,29,,10.3,29,,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,38,17.9,12.9,24.3,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),10,258,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),74.4,78,,2022-10-01,2022-12-31
054147,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,CA,91335,LOS ANGELES,Hours of physical-restraint use,0,0,2692,,Hours of seclusion use,0,0,2692,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),98,59,,Alcohol use brief intervention provided or offered,NA,NA,7,NA,NA,7,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Tobacco use treatment provided or offered,NA,NA,1,NA,NA,1,Tobacco use treatment provided or offered at discharge,NA,NA,1,NA,NA,1,Transition record with specified elements received by discharged patients (TR1),100,70,,Timely transmission of transition record (TR2),100,70,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,5,NA,NA,5,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),73,26,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,33,,2022-10-01,2022-12-31
054148,TARZANA TREATMENT CENTER,18646 OXNARD STREET,TARZANA,CA,91356,LOS ANGELES,Hours of physical-restraint use,0,0,17616,,Hours of seclusion use,0,0,17616,,Patients discharged on multiple antipsychotic medications with appropriate justification,97,39,,Screening for metabolic disorders (SMD),0,358,,Alcohol use brief intervention provided or offered,100,2180,,100,2180,,Alcohol and other drug use disorder treatment provided or offered at discharge,100,2180,,100,2180,,Tobacco use treatment provided or offered,0,2321,,0,2321,,Tobacco use treatment provided or offered at discharge,0,2321,,0,2321,,Transition record with specified elements received by discharged patients (TR1),100,3816,,Timely transmission of transition record (TR2),41,3816,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,1,NA,NA,1,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different than the National Rate,156,21.1,16.7,26.5,,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),21,1834,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),100,115,,2022-10-01,2022-12-31
054149,WILLOW ROCK CENTER,2050 FAIRMONT DRIVE,SAN LEANDRO,CA,94578,ALAMEDA,Hours of physical-restraint use,0.08,4.76,2619,,Hours of seclusion use,0.29,18.13,2619,,Patients discharged on multiple antipsychotic medications with appropriate justification,NA,NA,1,Screening for metabolic disorders (SMD),0,133,,Alcohol use brief intervention provided or offered,NA,NA,7,NA,NA,7,Alcohol and other drug use disorder treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Tobacco use treatment provided or offered,NA,NA,7,NA,NA,7,Tobacco use treatment provided or offered at discharge,NA,NA,7,NA,NA,7,Transition record with specified elements received by discharged patients (TR1),100,392,,Timely transmission of transition record (TR2),100,392,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,5,NA,NA,5,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,5,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),NA,NA,NA,NA,NA,5,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),32,207,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),75.6,58,,2022-10-01,2022-12-31
054150,KAISER PERMANENTE PSYCHIATRIC HEALTH FACILITY-SANT,3840 HOMESTEAD ROAD,SANTA CLARA,CA,95051,SANTA CLARA,Hours of physical-restraint use,0.29,33.2,4786,,Hours of seclusion use,0.05,6.27,4786,,Patients discharged on multiple antipsychotic medications with appropriate justification,66,29,,Screening for metabolic disorders (SMD),100,266,,Alcohol use brief intervention provided or offered,82,50,,85,48,,Alcohol and other drug use disorder treatment provided or offered at discharge,86,152,,76,152,,Tobacco use treatment provided or offered,95,83,,75,83,,Tobacco use treatment provided or offered at discharge,92,74,,34,74,,Transition record with specified elements received by discharged patients (TR1),89,473,,Timely transmission of transition record (TR2),87,473,,2021-01-01,2021-12-31,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,NA,NA,5,NA,NA,5,2020-07-01,2021-06-30,Medication Continuation Following Inpatient Psychiatric Discharge,NA,NA,1,2019-07-01,2021-06-30,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,NA,NA,NA,NA,1,2019-07-01,2021-06-30,Influenza immunization (IPFQR-IMM-2),100,210,,2021-10-01,2022-03-31,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),93.2,118,,2022-10-01,2022-12-31
