facility_name,facility_id,npi,city_town,state,zip_code,year,asc_9_rate,asc_9_footnote,asc_11_rate,asc_11_footnote,asc_12_total_cases,asc_12_performance_category,asc_12_rshv_rate,asc_12_interval_lower_limit,asc_12_interval_upper_limit,asc_12_footnote,asc_13_rate,asc_13_footnote,asc_14_rate,asc_14_footnote,asc_17_total_cases,asc_17_performance_category,asc_17_rshv_rate,asc_17_interval_lower_limit,asc_17_interval_upper_limit,asc_17_footnote,asc_18_total_cases,asc_18_performance_category,asc_18_rshv_rate,asc_18_interval_lower_limit,asc_18_interval_upper_limit,asc_18_footnote,asc_20_sample,asc_20_rate,asc_20_footnote
BAY CITY SURGERY CENTER,05C0001926,1790081263,TORRANCE,CA,90505,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
BAY CITY SURGERY CENTER,05C0001926,1790081263,TORRANCE,CA,90505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SAN FRANCISCO SURGERY CENTER LP,05C0001667,1790721769,SAN FRANCISCO,CA,94108,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,30,No Different Than the National Rate,2.1,1.3,3.1,,NA,NA,NA,NA,NA,5,NA,NA,5
SAN FRANCISCO SURGERY CENTER LP,05C0001667,1790721769,SAN FRANCISCO,CA,94108,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,73,100,
WATSONVILLE SURGEONS GROUP,05C0001580,1790799047,FREEDOM,CA,95019,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,94.91,,0.53,,55,No Different Than the National Rate,2.1,1.4,3.2,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
WATSONVILLE SURGEONS GROUP,05C0001580,1790799047,FREEDOM,CA,95019,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,43,100,
COASTLINE SURGERY CENTER,05C0002046,1790916096,SANTA ANA,CA,92704,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
COASTLINE SURGERY CENTER,05C0002046,1790916096,SANTA ANA,CA,92704,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CONEJO VALLEY SURGERY CENTER LLC,05C0001901,1801032750,THOUSAND OAKS,CA,91320,2022,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CONEJO VALLEY SURGERY CENTER LLC,05C0001901,1801032750,THOUSAND OAKS,CA,91320,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
APPLE VALLEY OUTPATIENT SURGICAL CENTER,05C0001982,1801185665,APPLE VALLEY,CA,92307,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,55,No Different Than the National Rate,2,1.3,3,,142,No Different Than the National Rate,4.6,3.1,6.8,,NA,NA,5
APPLE VALLEY OUTPATIENT SURGICAL CENTER,05C0001982,1801185665,APPLE VALLEY,CA,92307,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,19,100,
HUNTINGTON AMBULATORY SURGERY CENTER,05C0001975,1801199039,PASADENA,CA,91105,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,99.91,,0.62,,36,No Different Than the National Rate,2,1.3,3.1,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
HUNTINGTON AMBULATORY SURGERY CENTER,05C0001975,1801199039,PASADENA,CA,91105,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,308,100,
CAMARILLO SURGICAL CENTER ASSOCIATES INC,05C0002127,1801230719,CAMARILLO,CA,93010,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
CAMARILLO SURGICAL CENTER ASSOCIATES INC,05C0002127,1801230719,CAMARILLO,CA,93010,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SYLVAN SURGERY CENTER INC,05C0001780,1801822739,MODESTO,CA,95355,2022,100,,NA,5,304,No Different Than the National Rate,10.2,7.3,14.2,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SYLVAN SURGERY CENTER INC,05C0001780,1801822739,MODESTO,CA,95355,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,15,86.7,
LOS GATOS SURGICAL CENTER A CALIFORNIA LIMITED PARTNERSHIP,05C0001048,1801859970,LOS GATOS,CA,95032,2022,69.84,,NA,5,1137,No Different Than the National Rate,9.2,6.8,12.4,,100,,0.47,,50,No Different Than the National Rate,2.1,1.4,3.3,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
LOS GATOS SURGICAL CENTER A CALIFORNIA LIMITED PARTNERSHIP,05C0001048,1801859970,LOS GATOS,CA,95032,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,133,83,
TRESANTI SURGICAL CENTER LLC,05C0001596,1801983556,SAN RAMON,CA,94583,2022,56.67,,NA,5,1114,No Different Than the National Rate,10.8,8,14.6,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
TRESANTI SURGICAL CENTER LLC,05C0001596,1801983556,SAN RAMON,CA,94583,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,33,100,
VALLEY ENDOSCOPY CENTER,05C0001371,1811178981,HEMET,CA,92543,2022,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
VALLEY ENDOSCOPY CENTER,05C0001371,1811178981,HEMET,CA,92543,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
VARICOSE VEIN SOLUTIONS MEDICAL CORPORATION,05C0002163,1811319635,TARZANA,CA,91356,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
VARICOSE VEIN SOLUTIONS MEDICAL CORPORATION,05C0002163,1811319635,TARZANA,CA,91356,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,15,93.5,
RIVERS EDGE SURGERY CENTER INC,05C0002120,1811386147,RANCHO MIRAGE,CA,92270,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
RIVERS EDGE SURGERY CENTER INC,05C0002120,1811386147,RANCHO MIRAGE,CA,92270,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
RATTNER VASCULAR MEDICAL CENTER ASC LLC,05C0002169,1811438997,SAN DIEGO,CA,92102,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
RATTNER VASCULAR MEDICAL CENTER ASC LLC,05C0002169,1811438997,SAN DIEGO,CA,92102,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,82.6,
VIRGIL ENDOSCOPY CENTER LLC,05C0002025,1811447246,LOS ANGELES,CA,90020,2022,96.4,,NA,5,455,No Different Than the National Rate,9.2,6.7,12.5,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
VIRGIL ENDOSCOPY CENTER LLC,05C0002025,1811447246,LOS ANGELES,CA,90020,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,13,100,
CAL MED ASC LLC,05C0002211,1811482698,COLTON,CA,92324,2022,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CAL MED ASC LLC,05C0002211,1811482698,COLTON,CA,92324,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
GLENDORA SURGERY CENTER,05C0002197,1811921752,GLENDORA,CA,91741,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,5
GLENDORA SURGERY CENTER,05C0002197,1811921752,GLENDORA,CA,91741,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
FOOTHILL SURGERY CENTER LLC,05C0001666,1811926728,ARCADIA,CA,91006,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
FOOTHILL SURGERY CENTER LLC,05C0001666,1811926728,ARCADIA,CA,91006,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,21,93.7,
SANTA BARBARA ENDOSCOPY CENTER LLC,05C0001636,1821019738,SANTA BARBARA,CA,93101,2022,75,,NA,5,1497,No Different Than the National Rate,9.9,7.5,13.1,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SANTA BARBARA ENDOSCOPY CENTER LLC,05C0001636,1821019738,SANTA BARBARA,CA,93101,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,14,100,
RIVERSIDE SURGERY CENTER,05C0001404,1821047499,REDDING,CA,96001,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
RIVERSIDE SURGERY CENTER,05C0001404,1821047499,REDDING,CA,96001,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,47,66.2,
SUTTER FAIRFIELD SURGERY CENTER,05C0001696,1821092206,FAIRFIELD,CA,94534,2022,95.14,,NA,5,1587,No Different Than the National Rate,11.7,8.9,15.2,,98.19,,0.3,,144,No Different Than the National Rate,2.3,1.5,3.5,,30,No Different Than the National Rate,5.5,3.3,8.7,,NA,NA,5
SUTTER FAIRFIELD SURGERY CENTER,05C0001696,1821092206,FAIRFIELD,CA,94534,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,127,89.8,
SCRIPPS ENCINITAS SURGERY CENTER LLC,05C0001842,1821112145,ENCINITAS,CA,92024,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,0.26,,104,No Different Than the National Rate,1.9,1.2,2.9,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
SCRIPPS ENCINITAS SURGERY CENTER LLC,05C0001842,1821112145,ENCINITAS,CA,92024,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,60,96.1,
INLAND ENDOSCOPY CENTER INC DBA MOUNTAIN VIEW SURGERY CENTER,05C0001289,1821141441,REDLANDS,CA,92374,2022,93,,NA,5,1009,No Different Than the National Rate,10.3,7.7,13.9,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
INLAND ENDOSCOPY CENTER INC DBA MOUNTAIN VIEW SURGERY CENTER,05C0001289,1821141441,REDLANDS,CA,92374,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,58,93.1,
ADVANCED SURGERY MEDICAL CENTER LLC,05C0001769,1821181488,SAN JOSE,CA,95122,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ADVANCED SURGERY MEDICAL CENTER LLC,05C0001769,1821181488,SAN JOSE,CA,95122,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,1
COASTAL SURGICAL SPECIALISTS INC,05C0001690,1821194754,PISMO BEACH,CA,93449,2022,92,,NA,5,1671,No Different Than the National Rate,10.9,8.3,14.2,,100,,NA,5,491,No Different Than the National Rate,2.2,1.5,3.2,,152,No Different Than the National Rate,4.1,2.7,6.4,,NA,NA,5
COASTAL SURGICAL SPECIALISTS INC,05C0001690,1821194754,PISMO BEACH,CA,93449,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,112,97.3,
CHINA LAKE SURGERY CENTER LLC,05C0001373,1821223827,RIDGECREST,CA,93555,2022,NA,5,NA,5,115,No Different Than the National Rate,11.3,8.1,15.5,,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
CHINA LAKE SURGERY CENTER LLC,05C0001373,1821223827,RIDGECREST,CA,93555,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
GLENDORA DIGESTIVE DISEASE INSTITUTE,05C0001673,1821285073,GLENDORA,CA,91740,2022,38.59,,NA,5,653,No Different Than the National Rate,11.8,8.8,16.2,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
GLENDORA DIGESTIVE DISEASE INSTITUTE,05C0001673,1821285073,GLENDORA,CA,91740,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,44,88.7,
EL MIRADOR SURGERY CENTER LLC DBA EL MIRADOR SURGERY CENTER,05C0001321,1821429978,PALM SPRINGS,CA,92262,2022,51.8,,NA,5,762,No Different Than the National Rate,9.9,7.2,13.4,,100,,0.27,,51,No Different Than the National Rate,2.1,1.3,3.1,,124,No Different Than the National Rate,6.4,4.3,9.2,,NA,NA,5
EL MIRADOR SURGERY CENTER LLC DBA EL MIRADOR SURGERY CENTER,05C0001321,1821429978,PALM SPRINGS,CA,92262,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,201,97.5,
M S SURGERY CENTER LLC,55C0001041,1831109875,LYNWOOD,CA,90262,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
M S SURGERY CENTER LLC,55C0001041,1831109875,LYNWOOD,CA,90262,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,24,100,
SOUTHERN CALIFORNIA STONE CENTER,05C0001441,1831235878,ENCINO,CA,91316,2022,NA,5,NA,5,169,No Different Than the National Rate,9.9,7.1,13.9,,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,294,No Different Than the National Rate,4.9,3.4,6.9,,NA,NA,5
SOUTHERN CALIFORNIA STONE CENTER,05C0001441,1831235878,ENCINO,CA,91316,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PRISTINE SURGERY CENTER INC,05C0001966,1831371749,FRESNO,CA,93720,2022,NA,5,NA,5,98,No Different Than the National Rate,10.9,7.8,15.2,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PRISTINE SURGERY CENTER INC,05C0001966,1831371749,FRESNO,CA,93720,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
OAK TREE SURGICAL CENTER LLC,05C0001935,1831428861,THOUSAND OAKS,CA,91360,2022,86.71,,NA,5,615,No Different Than the National Rate,11.5,8.5,15.6,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
OAK TREE SURGICAL CENTER LLC,05C0001935,1831428861,THOUSAND OAKS,CA,91360,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,14,100,
CALIFORNIA MEDICAL SURGERY CENTER LLC,05C0002281,1831794049,SAN LUIS OBISPO,CA,93401,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,97.67,,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CALIFORNIA MEDICAL SURGERY CENTER LLC,05C0002281,1831794049,SAN LUIS OBISPO,CA,93401,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,18,82.7,
ADVANCED MEDICAL SURGERY CENTER A MEDICAL CORPORATION,05C0001705,1841229705,SALINAS,CA,93901,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,NA,NA,NA,NA,NA,5,267,No Different Than the National Rate,5.4,3.8,7.7,,NA,NA,5
ADVANCED MEDICAL SURGERY CENTER A MEDICAL CORPORATION,05C0001705,1841229705,SALINAS,CA,93901,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,94.1,
ENT FACIAL SURGERY CENTER,05C0001199,1841259694,FRESNO,CA,93720,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
ENT FACIAL SURGERY CENTER,05C0001199,1841259694,FRESNO,CA,93720,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CBCC PAIN MEDICINE AND SURGERY CENTER,05C0001408,1841363736,BAKERSFIELD,CA,93309,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,1,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
CBCC PAIN MEDICINE AND SURGERY CENTER,05C0001408,1841363736,BAKERSFIELD,CA,93309,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,10,NA,1
SAN LUIS PODIATRY GROUP COAST AMBULATORY SURG CTR,05C0001651,1841396850,TEMPLETON,CA,93465,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,49,No Different Than the National Rate,2,1.3,3.2,,NA,NA,NA,NA,NA,5,NA,NA,5
SAN LUIS PODIATRY GROUP COAST AMBULATORY SURG CTR,05C0001651,1841396850,TEMPLETON,CA,93465,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
WEST COAST CENTER FOR SURGERIES,05C0001856,1841465986,SAN CLEMENTE,CA,92673,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
WEST COAST CENTER FOR SURGERIES,05C0001856,1841465986,SAN CLEMENTE,CA,92673,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,15,93.3,
PACIFIC VISION SURGERY CENTER,05C0002257,1841858594,SAN FRANCISCO,CA,94102,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.48,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PACIFIC VISION SURGERY CENTER,05C0002257,1841858594,SAN FRANCISCO,CA,94102,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,15,100,
FREMONT AMBULATORY SURGERY CENTER LP,55C0001053,1851369284,FREMONT,CA,94538,2022,97.93,,NA,5,499,No Different Than the National Rate,10.8,7.9,14.8,,100,,0,,301,No Different Than the National Rate,2.2,1.5,3.3,,108,No Different Than the National Rate,4.3,2.8,6.4,,NA,NA,5
FREMONT AMBULATORY SURGERY CENTER LP,55C0001053,1851369284,FREMONT,CA,94538,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,273,94.9,
WALNUT CREEK ENDOSCOPY CENTER LLC,05C0001886,1851568067,WALNUT CREEK,CA,94598,2022,72.61,,NA,5,1314,No Different Than the National Rate,10.4,7.8,13.8,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
WALNUT CREEK ENDOSCOPY CENTER LLC,05C0001886,1851568067,WALNUT CREEK,CA,94598,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,47,100,
SPECIALTY SURGICAL CENTER OF ARCADIA LP,05C0001697,1861408643,ARCADIA,CA,91006,2022,100,,NA,5,300,No Different Than the National Rate,10.8,7.8,15,,100,,0.33,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
SPECIALTY SURGICAL CENTER OF ARCADIA LP,05C0001697,1861408643,ARCADIA,CA,91006,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,149,95.3,
INLAND OUTPATIENT SURGERY CENTER INC,05C0001732,1861702359,RIVERSIDE,CA,92506,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
INLAND OUTPATIENT SURGERY CENTER INC,05C0001732,1861702359,RIVERSIDE,CA,92506,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,8,NA,1
UNITED SURGERY CENTER ORANGE LLC,05C0001272,1861907107,ORANGE,CA,92868,2022,27.9,,NA,5,484,No Different Than the National Rate,10.8,7.8,14.9,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
UNITED SURGERY CENTER ORANGE LLC,05C0001272,1861907107,ORANGE,CA,92868,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,11,93.9,
INLAND EYE SPECIALISTS A MEDICAL CORP,05C0001623,1871538140,MURRIETA,CA,92562,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.15,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
INLAND EYE SPECIALISTS A MEDICAL CORP,05C0001623,1871538140,MURRIETA,CA,92562,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,38,86.8,
COMPREHENSIVE OUTPATIENT SURGE,05C0001338,1871749952,BEVERLY HILLS,CA,90211,2022,NA,1,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,88.46,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
COMPREHENSIVE OUTPATIENT SURGE,05C0001338,1871749952,BEVERLY HILLS,CA,90211,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
GRAND GI AND ENDOSCOPY GROUP INC,05C0002074,1871914291,LOS ANGELES,CA,90020,2022,NA,1,NA,5,160,No Different Than the National Rate,9.8,7.1,13.8,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
GRAND GI AND ENDOSCOPY GROUP INC,05C0002074,1871914291,LOS ANGELES,CA,90020,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,6,NA,1
ACE ENDOSCOPY AND SURGERY CENTER,05C0002064,1881015584,RIALTO,CA,92377,2022,96.51,,NA,5,138,No Different Than the National Rate,11.1,7.9,15.8,,100,,0,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ACE ENDOSCOPY AND SURGERY CENTER,05C0002064,1881015584,RIALTO,CA,92377,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ACE ENDOSCOPY AND SURGERY CENTER,05C0005206,1881015584,RIALTO,CA,92377,2022,96.51,,NA,5,138,No Different Than the National Rate,11.1,7.9,15.8,,100,,0,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
