facility_name,facility_id,state,period,claim_type,avg_spndg_per_ep_hospital,avg_spndg_per_ep_state,avg_spndg_per_ep_national,percent_of_spndg_hospital,percent_of_spndg_state,percent_of_spndg_national,start_date,end_date
LA PALMA INTERCOMMUNITY HOSPITAL,050580,CA,During Index Hospital Admission,Durable Medical Equipment,2,21,23,0.01,0.09,0.09,2021-01-01,2021-12-31
LA PALMA INTERCOMMUNITY HOSPITAL,050580,CA,During Index Hospital Admission,Carrier,1207,1729,1577,4.76,6.85,6.48,2021-01-01,2021-12-31
LA PALMA INTERCOMMUNITY HOSPITAL,050580,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,580,817,748,2.29,3.24,3.07,2021-01-01,2021-12-31
LA PALMA INTERCOMMUNITY HOSPITAL,050580,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,209,195,181,0.83,0.77,0.74,2021-01-01,2021-12-31
LA PALMA INTERCOMMUNITY HOSPITAL,050580,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,2858,3208,3479,11.27,12.72,14.28,2021-01-01,2021-12-31
LA PALMA INTERCOMMUNITY HOSPITAL,050580,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,490,874,920,1.93,3.46,3.78,2021-01-01,2021-12-31
LA PALMA INTERCOMMUNITY HOSPITAL,050580,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,8168,3854,3345,32.22,15.27,13.73,2021-01-01,2021-12-31
LA PALMA INTERCOMMUNITY HOSPITAL,050580,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,93,116,112,0.37,0.46,0.46,2021-01-01,2021-12-31
LA PALMA INTERCOMMUNITY HOSPITAL,050580,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1710,1421,1335,6.75,5.63,5.48,2021-01-01,2021-12-31
LA PALMA INTERCOMMUNITY HOSPITAL,050580,CA,Complete Episode,Total,25348,25229,24355,100,100,100,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,10,16,13,0.04,0.06,0.05,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,0,6,8,0,0.02,0.03,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,48,115,187,0.17,0.46,0.77,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,51,8,6,0.18,0.03,0.02,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,7,10,9,0.03,0.04,0.04,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,632,696,699,2.23,2.76,2.87,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,During Index Hospital Admission,Inpatient,11276,12143,11712,39.86,48.13,48.09,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,During Index Hospital Admission,Durable Medical Equipment,10,21,23,0.04,0.09,0.09,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,During Index Hospital Admission,Carrier,1848,1729,1577,6.53,6.85,6.48,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,830,817,748,2.94,3.24,3.07,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,99,195,181,0.35,0.77,0.74,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,4233,3208,3479,14.97,12.72,14.28,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,934,874,920,3.3,3.46,3.78,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,6306,3854,3345,22.29,15.27,13.73,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,98,116,112,0.35,0.46,0.46,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1904,1421,1335,6.73,5.63,5.48,2021-01-01,2021-12-31
LAKEWOOD REGIONAL MEDICAL CENTER,050581,CA,Complete Episode,Total,28287,25229,24355,100,100,100,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,28,16,13,0.11,0.06,0.05,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,19,6,8,0.08,0.02,0.03,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,157,115,187,0.64,0.46,0.77,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,0,8,6,0,0.03,0.02,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,10,10,9,0.04,0.04,0.04,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,541,696,699,2.21,2.76,2.87,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,During Index Hospital Admission,Inpatient,11078,12143,11712,45.19,48.13,48.09,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,During Index Hospital Admission,Durable Medical Equipment,16,21,23,0.07,0.09,0.09,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,During Index Hospital Admission,Carrier,1565,1729,1577,6.38,6.85,6.48,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,737,817,748,3.01,3.24,3.07,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,447,195,181,1.82,0.77,0.74,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,3824,3208,3479,15.6,12.72,14.28,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,998,874,920,4.07,3.46,3.78,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,3682,3854,3345,15.02,15.27,13.73,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,59,116,112,0.24,0.46,0.46,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1352,1421,1335,5.52,5.63,5.48,2021-01-01,2021-12-31
CHINO VALLEY MEDICAL CENTER,050586,CA,Complete Episode,Total,24513,25229,24355,100,100,100,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,7,16,13,0.02,0.06,0.05,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,1,1,1,0,0,0,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,9,6,8,0.03,0.02,0.03,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,54,115,187,0.2,0.46,0.77,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,15,8,6,0.05,0.03,0.02,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,18,10,9,0.07,0.04,0.04,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,652,696,699,2.36,2.76,2.87,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,During Index Hospital Admission,Inpatient,9789,12143,11712,35.46,48.13,48.09,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,During Index Hospital Admission,Durable Medical Equipment,9,21,23,0.03,0.09,0.09,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,During Index Hospital Admission,Carrier,1589,1729,1577,5.76,6.85,6.48,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,487,817,748,1.76,3.24,3.07,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,108,195,181,0.39,0.77,0.74,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,4500,3208,3479,16.3,12.72,14.28,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,920,874,920,3.33,3.46,3.78,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,7590,3854,3345,27.5,15.27,13.73,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,69,116,112,0.25,0.46,0.46,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1787,1421,1335,6.47,5.63,5.48,2021-01-01,2021-12-31
SAN DIMAS COMMUNITY HOSPITAL,050588,CA,Complete Episode,Total,27602,25229,24355,100,100,100,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,14,16,13,0.06,0.06,0.05,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,0,6,8,0,0.02,0.03,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,76,115,187,0.34,0.46,0.77,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,6,8,6,0.03,0.03,0.02,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,10,10,9,0.04,0.04,0.04,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,619,696,699,2.75,2.76,2.87,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,During Index Hospital Admission,Inpatient,10459,12143,11712,46.36,48.13,48.09,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,During Index Hospital Admission,Durable Medical Equipment,13,21,23,0.06,0.09,0.09,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,During Index Hospital Admission,Carrier,1407,1729,1577,6.24,6.85,6.48,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,683,817,748,3.03,3.24,3.07,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,166,195,181,0.74,0.77,0.74,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,2500,3208,3479,11.08,12.72,14.28,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,491,874,920,2.18,3.46,3.78,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,4476,3854,3345,19.84,15.27,13.73,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,78,116,112,0.35,0.46,0.46,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1561,1421,1335,6.92,5.63,5.48,2021-01-01,2021-12-31
PLACENTIA LINDA HOSPITAL,050589,CA,Complete Episode,Total,22559,25229,24355,100,100,100,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,14,16,13,0.06,0.06,0.05,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,24,6,8,0.11,0.02,0.03,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,103,115,187,0.48,0.46,0.77,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,1,8,6,0,0.03,0.02,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,11,10,9,0.05,0.04,0.04,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,654,696,699,3.04,2.76,2.87,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,During Index Hospital Admission,Inpatient,10315,12143,11712,47.97,48.13,48.09,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,During Index Hospital Admission,Durable Medical Equipment,19,21,23,0.09,0.09,0.09,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,During Index Hospital Admission,Carrier,1205,1729,1577,5.61,6.85,6.48,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,947,817,748,4.4,3.24,3.07,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,147,195,181,0.68,0.77,0.74,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,2221,3208,3479,10.33,12.72,14.28,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,729,874,920,3.39,3.46,3.78,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,3864,3854,3345,17.97,15.27,13.73,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,95,116,112,0.44,0.46,0.46,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1151,1421,1335,5.35,5.63,5.48,2021-01-01,2021-12-31
METHODIST HOSPITAL OF SACRAMENTO,050590,CA,Complete Episode,Total,21501,25229,24355,100,100,100,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,21,16,13,0.08,0.06,0.05,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,1,1,1,0,0,0,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,10,6,8,0.03,0.02,0.03,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,48,115,187,0.18,0.46,0.77,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,26,8,6,0.09,0.03,0.02,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,8,10,9,0.03,0.04,0.04,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,611,696,699,2.21,2.76,2.87,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,During Index Hospital Admission,Inpatient,9386,12143,11712,33.91,48.13,48.09,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,During Index Hospital Admission,Durable Medical Equipment,19,21,23,0.07,0.09,0.09,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,During Index Hospital Admission,Carrier,1762,1729,1577,6.36,6.85,6.48,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,777,817,748,2.81,3.24,3.07,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,204,195,181,0.74,0.77,0.74,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 through 30 days After Discharge from Index Hospital Admission,Inpatient,5944,3208,3479,21.48,12.72,14.28,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 through 30 days After Discharge from Index Hospital Admission,Outpatient,757,874,920,2.74,3.46,3.78,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 through 30 days After Discharge from Index Hospital Admission,Skilled Nursing Facility,6016,3854,3345,21.74,15.27,13.73,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 through 30 days After Discharge from Index Hospital Admission,Durable Medical Equipment,102,116,112,0.37,0.46,0.46,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,1 through 30 days After Discharge from Index Hospital Admission,Carrier,1985,1421,1335,7.17,5.63,5.48,2021-01-01,2021-12-31
EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,050597,CA,Complete Episode,Total,27676,25229,24355,100,100,100,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,1 to 3 days Prior to Index Hospital Admission,Home Health Agency,14,16,13,0.05,0.06,0.05,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,1 to 3 days Prior to Index Hospital Admission,Hospice,0,1,1,0,0,0,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,1 to 3 days Prior to Index Hospital Admission,Inpatient,8,6,8,0.03,0.02,0.03,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,1 to 3 days Prior to Index Hospital Admission,Outpatient,198,115,187,0.69,0.46,0.77,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,1 to 3 days Prior to Index Hospital Admission,Skilled Nursing Facility,3,8,6,0.01,0.03,0.02,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,1 to 3 days Prior to Index Hospital Admission,Durable Medical Equipment,23,10,9,0.08,0.04,0.04,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,1 to 3 days Prior to Index Hospital Admission,Carrier,766,696,699,2.66,2.76,2.87,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,During Index Hospital Admission,Home Health Agency,0,0,0,0,0,0,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,During Index Hospital Admission,Hospice,0,0,0,0,0,0,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,During Index Hospital Admission,Inpatient,16363,12143,11712,56.9,48.13,48.09,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,During Index Hospital Admission,Outpatient,0,0,0,0,0,0,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,During Index Hospital Admission,Skilled Nursing Facility,0,0,0,0,0,0,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,During Index Hospital Admission,Durable Medical Equipment,37,21,23,0.13,0.09,0.09,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,During Index Hospital Admission,Carrier,1965,1729,1577,6.83,6.85,6.48,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,1 through 30 days After Discharge from Index Hospital Admission,Home Health Agency,755,817,748,2.63,3.24,3.07,2021-01-01,2021-12-31
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,050599,CA,1 through 30 days After Discharge from Index Hospital Admission,Hospice,129,195,181,0.45,0.77,0.74,2021-01-01,2021-12-31
