facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_promoting_interoperability_of_eh_rs,meets_criteria_for_birthing_friendly_designation,hospital_overall_rating,hospital_overall_rating_footnote,mort_group_measure_count,count_of_facility_mort_measures,count_of_mort_measures_better,count_of_mort_measures_no_different,count_of_mort_measures_worse,mort_group_footnote,safety_group_measure_count,count_of_facility_safety_measures,count_of_safety_measures_better,count_of_safety_measures_no_different,count_of_safety_measures_worse,safety_group_footnote,readm_group_measure_count,count_of_facility_readm_measures,count_of_readm_measures_better,count_of_readm_measures_no_different,count_of_readm_measures_worse,readm_group_footnote,pt_exp_group_measure_count,count_of_facility_pt_exp_measures,pt_exp_group_footnote,te_group_measure_count,count_of_facility_te_measures,te_group_footnote
050758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,(909) 625-8300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,1,0,1,0,,8,3,0,3,0,,11,2,0,2,0,,8,8,,12,8,
050760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,(925) 813-6500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,17,7,1,0,1,0,,8,6,0,6,0,,11,1,0,1,0,,8,8,,12,4,
050761,PROVIDENCE CEDARS SINAI TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,(818) 881-0800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,8,1,7,0,,11,10,0,8,2,,8,8,,12,9,
050763,L A DOWNTOWN MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,(213) 989-6123,Acute Care Hospitals,Proprietary,No,,,4,,7,3,1,2,0,,8,4,1,3,0,,11,5,0,2,3,,8,NA,5,12,4,
050764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,(530) 244-5454,Acute Care Hospitals,Proprietary,Yes,Y,,1,,7,7,0,7,0,,8,7,2,3,2,,11,9,3,5,1,,8,8,,12,6,
050765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,(951) 251-6000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,0,6,0,,11,1,0,1,0,,8,8,,12,4,
050766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,(530) 749-5700,Acute Care Hospitals,Physician,No,Y,,NA,16,7,NA,NA,NA,NA,5,8,2,0,2,0,,11,3,0,3,0,,8,NA,5,12,2,
050767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,(707) 624-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,0,5,1,,11,1,0,1,0,,8,8,,12,4,
050769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,(949) 727-5000,Acute Care Hospitals,Proprietary,No,Y,,NA,16,7,NA,NA,NA,NA,5,8,2,1,1,0,,11,3,1,2,0,,8,8,,12,2,
050770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,(951) 290-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,,7,7,0,7,0,,8,7,0,7,0,,11,9,0,8,1,,8,8,,12,8,
050771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,(562) 868-3751,Acute Care Hospitals,Proprietary,Yes,,,3,,7,3,0,3,0,,8,4,0,4,0,,11,4,0,3,1,,8,8,,12,7,
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,(916) 784-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,4,
050775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,(951) 331-2200,Acute Care Hospitals,Proprietary,Yes,Y,,3,,7,7,0,7,0,,8,7,1,6,0,,11,8,0,8,0,,8,8,,12,6,
050776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 595-1911,Acute Care Hospitals,Proprietary,Yes,,,2,,7,3,0,3,0,,8,5,1,4,0,,11,5,0,4,1,,8,8,,12,6,
050777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,(510) 454-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,17,7,NA,NA,NA,NA,5,8,6,1,5,0,,11,1,0,1,0,,8,8,,12,4,
050778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-8000,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,Y,3,,7,NA,NA,NA,NA,5,8,4,3,1,0,,11,NA,NA,NA,NA,5,8,8,,12,5,
050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,(424) 835-6808,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,3,0,3,0,,8,4,1,3,0,,11,4,0,3,1,,8,8,,12,8,
050780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,(714) 619-7700,Acute Care Hospitals,Proprietary,No,Y,,NA,16,7,1,1,0,0,,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,6,
050782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,(909) 596-7733,Acute Care Hospitals,Voluntary non-profit - Private,No,,,5,,7,2,0,2,0,,8,3,0,3,0,,11,6,0,6,0,,8,8,,12,4,
050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,COLUSA,CA,95932,COLUSA,(530) 619-0800,Acute Care Hospitals,Proprietary,Yes,Y,,4,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,NA,5,12,6,
050784,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,CA,93274,TULARE,(559) 688-0821,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,NA,16,7,2,0,2,0,,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,7,
050785,DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,(323) 930-1040,Acute Care Hospitals,Physician,No,,,NA,16,7,NA,NA,NA,NA,5,8,2,0,2,0,,11,2,0,2,0,,8,8,,12,2,
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,5,,7,5,2,3,0,,8,4,0,4,0,,11,6,0,6,0,,8,8,,12,6,
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,4,,7,5,0,5,0,,8,4,0,4,0,,11,6,0,6,0,,8,8,,12,6,
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,5,,7,5,2,3,0,,8,4,0,4,0,,11,6,0,3,3,,8,8,,12,6,
051300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,(530) 832-6500,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,2,0,2,0,,8,NA,5,12,2,
051301,ADVENTIST HEALTH TEHACHAPI VALLEY,1100 MAGELLAN,TEHACHAPI,CA,93561,KERN,(661) 868-6800,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,NA,16,7,2,0,2,0,,8,2,0,2,0,,11,4,0,4,0,,8,8,,12,6,
051302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,(760) 876-5501,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,NA,NA,NA,NA,5,8,NA,5,12,2,
051303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,(760) 934-3311,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,NA,16,7,NA,NA,NA,NA,5,8,1,0,1,0,,11,2,0,2,0,,8,8,,12,4,
051304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,(209) 966-3631,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,3,,7,3,0,3,0,,8,NA,NA,NA,NA,5,11,4,0,4,0,,8,NA,5,12,3,
051305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,(530) 336-5511,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,2,1,1,0,,8,NA,5,12,2,
051306,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,GLENN,(530) 934-1818,Critical Access Hospitals,Government - Federal,Yes,Y,,NA,16,7,NA,NA,NA,NA,5,8,2,0,2,0,,11,1,0,1,0,,8,NA,5,12,4,
051307,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,LOS ANGELES,(310) 510-0700,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,NA,NA,NA,NA,5,8,NA,5,12,1,
051308,SURPRISE VALLEY COMMUNITY HOSPITAL,741 NORTH MAIN STREET,CEDARVILLE,CA,96104,MODOC,(530) 279-6111,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,NA,NA,NA,NA,5,8,NA,5,12,1,
051309,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR ST,GARBERVILLE,CA,95542,HUMBOLDT,(707) 923-3921,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,NA,NA,NA,NA,5,8,NA,5,12,NA,5
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,4,,7,5,1,4,0,,8,4,0,4,0,,11,6,0,3,3,,8,8,,12,5,
051310,ADVENTIST HEALTH HOWARD MEMORIAL,1 MARCELA DR,WILLITS,CA,95490,MENDOCINO,(707) 456-3031,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,,4,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,6,
051311,ORCHARD HOSPITAL,240 SPRUCE STREET,GRIDLEY,CA,95948,BUTTE,(530) 846-5671,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,4,0,4,0,,8,NA,5,12,4,
051312,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352,SAN BERNARDINO,(909) 336-3651,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,3,
051314,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,LAKE ISABELLA,CA,93240,KERN,(760) 379-2681,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,NA,16,7,1,0,1,0,,8,1,0,1,0,,11,3,0,3,0,,8,NA,5,12,3,
051315,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,CA,96093,TRINITY,(530) 623-5541,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,3,0,3,0,,8,NA,5,12,2,
051316,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,SISKIYOU,(530) 842-4121,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,1,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,7,
051317,ADVENTIST HEALTH CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,LAKE,(707) 994-6486,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,4,,7,3,0,3,0,,8,NA,NA,NA,NA,5,11,6,0,6,0,,8,8,,12,8,
051318,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,HUMBOLDT,(707) 445-8121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,NA,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,5,
051319,MERCY MEDICAL CENTER OF MT SHASTA,914 PINE STREET,MOUNT SHASTA,CA,96067,SISKIYOU,(530) 926-6111,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,Y,3,,7,3,0,3,0,,8,1,0,1,0,,11,7,1,6,0,,8,8,,12,10,
051320,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,96130,LASSEN,(530) 252-2000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,NA,16,7,2,0,2,0,,8,1,0,1,0,,11,4,1,3,0,,8,8,,12,8,
051321,HEALDSBURG HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,SONOMA,(707) 431-6500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,NA,16,7,2,0,2,0,,8,1,0,1,0,,11,4,1,3,0,,8,NA,5,12,2,
051323,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,92363,SAN BERNARDINO,(760) 326-7162,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,2,0,2,0,,8,NA,5,12,3,
051324,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,93514,INYO,(760) 873-5811,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,3,,7,3,0,3,0,,8,2,0,2,0,,11,6,1,4,1,,8,8,,12,9,
051325,MENDOCINO COAST DISTRICT HOSPITAL,700 RIVER DRIVE,FORT BRAGG,CA,95437,MENDOCINO,(707) 961-1234,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,2,,7,3,0,2,1,,8,2,0,2,0,,11,9,0,9,0,,8,8,,12,7,
051326,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,PLUMAS,(530) 283-2121,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,6,
051327,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,CHESTER,CA,96020,PLUMAS,(530) 258-2121,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,3,
051328,TAHOE FOREST HOSPITAL,10121 PINE AVE,TRUCKEE,CA,96161,NEVADA,(530) 587-6011,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,8,1,6,1,,8,8,,12,9,
051329,SUTTER LAKESIDE HOSPITAL,5176 HILL ROAD EAST,LAKEPORT,CA,95453,LAKE,(707) 262-5000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,4,0,4,0,,8,1,0,1,0,,11,6,2,4,0,,8,8,,12,11,
051330,MODOC MEDICAL CENTER,1111 N NAGLE STREET,ALTURAS,CA,96101,MODOC,(530) 233-5131,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,2,0,2,0,,8,NA,5,12,1,
051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG RD,SOLVANG,CA,93463,SANTA BARBARA,(805) 688-6431,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,3,0,3,0,,8,NA,5,12,8,
051332,MARK TWAIN MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,95249,CALAVERAS,(209) 754-2515,Critical Access Hospitals,Voluntary non-profit - Other,No,Y,,2,,7,4,0,4,0,,8,2,0,2,0,,11,8,0,7,1,,8,8,,12,9,
051333,RIDGECREST REGIONAL HOSPITAL,1081 NORTH CHINA LAKE BLVD,RIDGECREST,CA,93555,KERN,(760) 446-3551,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,4,0,4,0,,8,NA,5,12,5,
051334,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,93023,VENTURA,(805) 646-1401,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,NA,16,7,1,0,1,0,,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,4,
051335,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,SAN BERNARDINO,(909) 866-6501,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,NA,NA,NA,NA,5,8,NA,5,12,3,
051336,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,(831) 385-6000,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,1,0,1,0,,8,NA,5,12,5,
051337,HAZEL HAWKINS MEMORIAL HOSPITAL,911 SUNSET DRIVE,HOLLISTER,CA,95023,SAN BENITO,(831) 637-5711,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,NA,16,7,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,11,2,0,2,0,,8,NA,5,12,3,
053300,VALLEY CHILDREN'S HOSPITAL,9300 VALLEY CHILDRENS PLACE,MADERA,CA,93636,MADERA,(559) 353-5116,Childrens,Voluntary non-profit - Private,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053301,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,747 52ND STREET,OAKLAND,CA,94609,ALAMEDA,(510) 428-3000,Childrens,Voluntary non-profit - Private,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053302,CHILDREN'S HOSP OF LOS ANGELES,"4650 SUNSET BLVD, MS 108",LOS ANGELES,CA,90027,LOS ANGELES,(323) 669-2164,Childrens,Voluntary non-profit - Private,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053303,RADY CHILDREN'S HOSPITAL - SAN DIEGO,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,SAN DIEGO,(858) 576-1700,Childrens,Voluntary non-profit - Other,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 W LA VETA AVE,ORANGE,CA,92868,ORANGE,(714) 997-3000,Childrens,Voluntary non-profit - Other,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,725 WELCH ROAD,PALO ALTO,CA,94304,SANTA CLARA,(650) 497-8000,Childrens,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053306,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,92691,ORANGE,(949) 365-2408,Childrens,Voluntary non-profit - Private,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,393 S TUSTIN STREET,ORANGE,CA,92866,ORANGE,(714) 289-2400,Childrens,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053309,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,2801 ATLANTIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 933-8001,Childrens,Voluntary non-profit - Other,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
053311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,(916) 453-2000,Childrens,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054009,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,150 MEDICAL PLAZA-RM-4230C,LOS ANGELES,CA,90095,LOS ANGELES,(310) 825-6962,Psychiatric,Government - State,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054028,GATEWAYS HOSP  MENTAL HEALTH CTR,1891 EFFIE ST,LOS ANGELES,CA,90026,LOS ANGELES,(213) 666-0171,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054032,BHC ALHAMBRA HOSPITAL,4619 N ROSEMEAD BLVD,ROSEMEAD,CA,91770,LOS ANGELES,(626) 286-1191,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054053,DEL AMO HOSPITAL,23700 CAMINO DEL SOL,TORRANCE,CA,90505,LOS ANGELES,(310) 530-1151,Psychiatric,Proprietary,Yes,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054055,COLLEGE HOSPITAL,10802 COLLEGE PL,CERRITOS,CA,90703,LOS ANGELES,(562) 924-9581,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054069,AURORA CHARTER OAK,1161 E COVINA BLVD,COVINA,CA,91724,LOS ANGELES,(626) 966-1632,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054074,ADVENTIST HEALTH VALLEJO,525 OREGON ST,VALLEJO,CA,94590,SOLANO,(707) 648-2200,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054075,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTE,7050 PARKWAY DRIVE,LA MESA,CA,91942,SAN DIEGO,(619) 465-4411,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054077,AURORA VISTA DEL MAR HOSPITAL,801 SENECA ST,VENTURA,CA,93001,VENTURA,(805) 653-6434,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054078,AURORA LAS ENCINAS,2900 E DEL MAR BLVD,PASADENA,CA,91107,LOS ANGELES,(866) 279-3709,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054087,"BHC SIERRA VISTA HOSPITAL, INC",8001 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,(916) 423-2000,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054089,JEWISH HOME & REHAB CENTER,302  SILVER AVENUE,SAN FRANCISCO,CA,94112,SAN FRANCISCO,(415) 334-2500,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054093,LOMA LINDA UNIVERSITY BEHAVIORAL MED CTR,1710 BARTON ROAD,REDLANDS,CA,92373,SAN BERNARDINO,(909) 558-9200,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054095,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,SAN DIEGO,(858) 487-3200,Psychiatric,Proprietary,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
054096,SUTTER CENTER FOR PSYCHIATRY,7700 FOLSOM BLVD,SACRAMENTO,CA,95826,SACRAMENTO,(916) 386-3000,Psychiatric,Voluntary non-profit - Private,No,,,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,19,NA,NA,19,NA,NA,19
