facility_id,facility_name,address,city_town,state,zip_code,county_parish,telephone_number,payment_measure_id,payment_measure_name,payment_category,denominator,payment,lower_estimate,higher_estimate,payment_footnote,value_of_care_display_id,value_of_care_display_name,value_of_care_category,value_of_care_footnote,start_date,end_date
050771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,(562) 868-3751,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,(916) 784-4000,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,(916) 784-4000,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,(916) 784-4000,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,(916) 784-4000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,(951) 331-2200,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,117,27728,24765,31103,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,(951) 331-2200,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,253,19640,18220,21252,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,(951) 331-2200,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,173,21705,19885,23544,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,(951) 331-2200,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,112,20899,19446,22468,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 595-1911,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 595-1911,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,26,19483,16844,22678,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 595-1911,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,51,22201,19539,24812,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 595-1911,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,(510) 454-1000,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,(510) 454-1000,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
050777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,(510) 454-1000,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
050777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,(510) 454-1000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-8000,PAYM_30_AMI,Payment for heart attack patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-8000,PAYM_30_HF,Payment for heart failure patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
050778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-8000,PAYM_30_PN,Payment for pneumonia patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
050778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-8000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,(424) 835-6808,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,(424) 835-6808,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,80,19338,17193,21656,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,(424) 835-6808,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,56,19433,17002,21883,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,(424) 835-6808,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,(714) 619-7700,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,(714) 619-7700,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,26,21818,18746,25306,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,(714) 619-7700,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,111,27197,24638,29672,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Higher Payment,,2019-07-01,2022-06-30
050780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,(714) 619-7700,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,(909) 596-7733,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,(909) 596-7733,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
050782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,(909) 596-7733,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,30,23293,20024,26455,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,(909) 596-7733,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,91,20676,19092,22421,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,COLUSA,CA,95932,COLUSA,(530) 619-0800,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,COLUSA,CA,95932,COLUSA,(530) 619-0800,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,43,18721,16297,21357,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,COLUSA,CA,95932,COLUSA,(530) 619-0800,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,59,20568,17964,23300,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,COLUSA,CA,95932,COLUSA,(530) 619-0800,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050784,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,CA,93274,TULARE,(559) 688-0821,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050784,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,CA,93274,TULARE,(559) 688-0821,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,44,18257,15980,21012,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050784,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,CA,93274,TULARE,(559) 688-0821,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,60,20695,17983,23353,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
050784,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,CA,93274,TULARE,(559) 688-0821,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
050785,DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,(323) 930-1040,PAYM_30_AMI,Payment for heart attack patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
050785,DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,(323) 930-1040,PAYM_30_HF,Payment for heart failure patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
050785,DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,(323) 930-1040,PAYM_30_PN,Payment for pneumonia patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
050785,DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,(323) 930-1040,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,110,18303,17102,19602,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,2019-04-01,2022-03-31
051300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,(530) 832-6500,PAYM_30_AMI,Payment for heart attack patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
051300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,(530) 832-6500,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
051300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,(530) 832-6500,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,32,18940,15739,22175,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
051300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,(530) 832-6500,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
051301,ADVENTIST HEALTH TEHACHAPI VALLEY,1100 MAGELLAN,TEHACHAPI,CA,93561,KERN,(661) 868-6800,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
051301,ADVENTIST HEALTH TEHACHAPI VALLEY,1100 MAGELLAN,TEHACHAPI,CA,93561,KERN,(661) 868-6800,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,39,17255,15007,19722,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
051301,ADVENTIST HEALTH TEHACHAPI VALLEY,1100 MAGELLAN,TEHACHAPI,CA,93561,KERN,(661) 868-6800,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,34,23853,20506,27379,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,2019-07-01,2022-06-30
051301,ADVENTIST HEALTH TEHACHAPI VALLEY,1100 MAGELLAN,TEHACHAPI,CA,93561,KERN,(661) 868-6800,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
051302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,(760) 876-5501,PAYM_30_AMI,Payment for heart attack patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
051302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,(760) 876-5501,PAYM_30_HF,Payment for heart failure patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
051302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,(760) 876-5501,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
051302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,(760) 876-5501,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
051303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,(760) 934-3311,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
051303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,(760) 934-3311,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
051303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,(760) 934-3311,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
051303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,(760) 934-3311,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,78,19658,18078,21417,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,2019-04-01,2022-03-31
051304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,(209) 966-3631,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
051304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,(209) 966-3631,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,40,17150,15090,19567,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,2019-07-01,2022-06-30
051304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,(209) 966-3631,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,29,18854,15685,22004,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
051304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,(209) 966-3631,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
051305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,(530) 336-5511,PAYM_30_AMI,Payment for heart attack patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
051305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,(530) 336-5511,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
051305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,(530) 336-5511,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,26,17299,14012,20483,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,2019-07-01,2022-06-30
051305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,(530) 336-5511,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,NA,NA,NA,NA,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
051306,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,GLENN,(530) 934-1818,PAYM_30_AMI,Payment for heart attack patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
051306,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,GLENN,(530) 934-1818,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
051306,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,GLENN,(530) 934-1818,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,25,22442,18940,26275,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
051306,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,GLENN,(530) 934-1818,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
051307,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,LOS ANGELES,(310) 510-0700,PAYM_30_AMI,Payment for heart attack patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
051307,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,LOS ANGELES,(310) 510-0700,PAYM_30_HF,Payment for heart failure patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
051307,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,LOS ANGELES,(310) 510-0700,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
051307,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,LOS ANGELES,(310) 510-0700,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
051308,SURPRISE VALLEY COMMUNITY HOSPITAL,741 NORTH MAIN STREET,CEDARVILLE,CA,96104,MODOC,(530) 279-6111,PAYM_30_AMI,Payment for heart attack patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
051308,SURPRISE VALLEY COMMUNITY HOSPITAL,741 NORTH MAIN STREET,CEDARVILLE,CA,96104,MODOC,(530) 279-6111,PAYM_30_HF,Payment for heart failure patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
051308,SURPRISE VALLEY COMMUNITY HOSPITAL,741 NORTH MAIN STREET,CEDARVILLE,CA,96104,MODOC,(530) 279-6111,PAYM_30_PN,Payment for pneumonia patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_PN,Value of Care Pneumonia measure,NA,13,2019-07-01,2022-06-30
051308,SURPRISE VALLEY COMMUNITY HOSPITAL,741 NORTH MAIN STREET,CEDARVILLE,CA,96104,MODOC,(530) 279-6111,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,NA,NA,NA,NA,NA,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,NA,13,2019-04-01,2022-03-31
051309,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR ST,GARBERVILLE,CA,95542,HUMBOLDT,(707) 923-3921,PAYM_30_AMI,Payment for heart attack patients,NA,NA,NA,NA,NA,5,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,NA,13,2019-07-01,2022-06-30
051309,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR ST,GARBERVILLE,CA,95542,HUMBOLDT,(707) 923-3921,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,NA,NA,NA,NA,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,NA,13,2019-07-01,2022-06-30
