fiscal_year,facility_id,facility_name,address,city_town,state,zip_code,county_parish,mort_30_ami_achievement_threshold,mort_30_ami_benchmark,mort_30_ami_baseline_rate,mort_30_ami_performance_rate,mort_30_ami_achievement_points,mort_30_ami_achievement_points_base,mort_30_ami_improvement_points,mort_30_ami_improvement_points_base,mort_30_ami_measure_score,mort_30_ami_measure_score_base,mort_30_hf_achievement_threshold,mort_30_hf_benchmark,mort_30_hf_baseline_rate,mort_30_hf_performance_rate,mort_30_hf_achievement_points,mort_30_hf_achievement_points_base,mort_30_hf_improvement_points,mort_30_hf_improvement_points_base,mort_30_hf_measure_score,mort_30_hf_measure_score_base,mort_30_pn_achievement_threshold,mort_30_pn_benchmark,mort_30_pn_baseline_rate,mort_30_pn_performance_rate,mort_30_copd_achievement_threshold,mort_30_copd_benchmark,mort_30_copd_baseline_rate,mort_30_copd_performance_rate,mort_30_copd_achievement_points,mort_30_copd_achievement_points_base,mort_30_copd_improvement_points,mort_30_copd_improvement_points_base,mort_30_copd_measure_score,mort_30_copd_measure_score_base,mort_30_cabg_achievement_threshold,mort_30_cabg_benchmark,mort_30_cabg_baseline_rate,mort_30_cabg_performance_rate,mort_30_cabg_achievement_points,mort_30_cabg_achievement_points_base,mort_30_cabg_improvement_points,mort_30_cabg_improvement_points_base,mort_30_cabg_measure_score,mort_30_cabg_measure_score_base,comp_hip_knee_achievement_threshold,comp_hip_knee_benchmark,comp_hip_knee_baseline_rate,comp_hip_knee_performance_rate,comp_hip_knee_achievement_points,comp_hip_knee_achievement_points_base,comp_hip_knee_improvement_points,comp_hip_knee_improvement_points_base,comp_hip_knee_measure_score,comp_hip_knee_measure_score_base
2023,050360,MARIN GENERAL HOSPITAL,"250 BON AIR ROAD, PO BOX 8010",GREENBRAE,CA,94904,MARIN,0.866548,0.885499,0.872164,0.895752,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.88527,0.898549,7,out of 10,6,out of 9,7,out of 10,0.840138,0.871741,0.838203,0.851915,0.919769,0.936349,0.922617,0.903134,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.965895,0.974722,5,out of 10,6,out of 9,6,out of 10,0.027428,0.019779,0.02608,0.024914,3,out of 10,1,out of 9,3,out of 10
2023,050367,NORTHBAY MEDICAL CENTER,1200 B  GALE WILSON BLVD,FAIRFIELD,CA,94533,SOLANO,0.866548,0.885499,0.868406,0.864209,0,out of 10,0,out of 9,0,out of 10,0.881939,0.906798,0.87667,0.894523,5,out of 10,5,out of 9,5,out of 10,0.840138,0.871741,0.81099,0.819138,0.919769,0.936349,0.918718,0.935246,9,out of 10,9,out of 9,9,out of 10,0.968747,0.97962,0.961374,0.968766,1,out of 10,4,out of 9,4,out of 10,0.027428,0.019779,0.024012,0.022042,7,out of 10,4,out of 9,7,out of 10
2023,050380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,0.866548,0.885499,0.867457,0.877117,6,out of 10,5,out of 9,6,out of 10,0.881939,0.906798,0.886728,0.89975,7,out of 10,6,out of 9,7,out of 10,0.840138,0.871741,0.823653,0.831129,0.919769,0.936349,0.903851,0.923346,2,out of 10,5,out of 9,5,out of 10,0.968747,0.97962,0.961129,0.974393,5,out of 10,7,out of 9,7,out of 10,0.027428,0.019779,0.031549,0.021678,7,out of 10,8,out of 9,8,out of 10
2023,050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,0.866548,0.885499,0.877898,0.86982,2,out of 10,0,out of 9,2,out of 10,0.881939,0.906798,0.903364,0.875281,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.852842,0.820798,0.919769,0.936349,0.931967,0.902915,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.971531,0.976605,7,out of 10,6,out of 9,7,out of 10,0.027428,0.019779,0.025443,0.022207,7,out of 10,5,out of 9,7,out of 10
2023,050390,HEMET GLOBAL MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,0.866548,0.885499,0.849776,0.871524,3,out of 10,6,out of 9,6,out of 10,0.881939,0.906798,0.866847,0.86802,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.85381,0.812928,0.919769,0.936349,0.921802,0.901683,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.027229,0.023938,5,out of 10,4,out of 9,5,out of 10
2023,050393,PIH HEALTH DOWNEY HOSPITAL,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,0.866548,0.885499,0.876241,0.872709,3,out of 10,0,out of 9,3,out of 10,0.881939,0.906798,0.897044,0.886418,2,out of 10,0,out of 9,2,out of 10,0.840138,0.871741,0.864232,0.854268,0.919769,0.936349,0.932388,0.91354,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.027695,0.022992,6,out of 10,5,out of 9,6,out of 10
2023,050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93102,SANTA BARBARA,0.866548,0.885499,0.880757,0.890652,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.888743,0.874491,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.851031,0.845078,0.919769,0.936349,0.919919,0.906756,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.969283,0.9706,2,out of 10,1,out of 9,2,out of 10,0.027428,0.019779,0.025185,0.016479,10,out of 10,9,out of 9,10,out of 10
2023,050407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,0.866548,0.885499,0.868661,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.890085,0.883246,1,out of 10,0,out of 9,1,out of 10,0.840138,0.871741,0.857392,0.834183,0.919769,0.936349,0.935052,0.915287,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,0.866548,0.885499,0.861722,0.871262,3,out of 10,4,out of 9,4,out of 10,0.881939,0.906798,0.869421,0.893955,5,out of 10,6,out of 9,6,out of 10,0.840138,0.871741,0.847572,0.845952,0.919769,0.936349,0.892182,0.921795,2,out of 10,6,out of 9,6,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.028438,0.028522,0,out of 10,0,out of 9,0,out of 10
2023,050417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,0.866548,0.885499,0.870532,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.879558,0.880909,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.857215,0.84282,0.919769,0.936349,0.911427,0.908482,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,0.026365,2,out of 10,NA,NA,2,out of 10
2023,050424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,0.866548,0.885499,0.873522,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.904932,0.897214,6,out of 10,0,out of 9,6,out of 10,0.840138,0.871741,0.860352,0.838986,0.919769,0.936349,0.929691,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,0.974576,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.023301,0.020719,8,out of 10,7,out of 9,8,out of 10
2023,050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,0.889092,3,out of 10,NA,NA,3,out of 10,0.840138,0.871741,0.838876,0.817142,0.919769,0.936349,0.910661,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,0.866548,0.885499,0.86378,0.88346,9,out of 10,9,out of 9,9,out of 10,0.881939,0.906798,0.891459,0.902587,8,out of 10,7,out of 9,8,out of 10,0.840138,0.871741,0.870584,0.851913,0.919769,0.936349,0.927245,0.928304,5,out of 10,1,out of 9,5,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,0.866548,0.885499,0.878266,0.877067,5,out of 10,0,out of 9,5,out of 10,0.881939,0.906798,0.897309,0.898741,7,out of 10,1,out of 9,7,out of 10,0.840138,0.871741,0.884554,0.866524,0.919769,0.936349,0.935236,0.90293,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.974465,0.972956,4,out of 10,0,out of 9,4,out of 10,0.027428,0.019779,0.020051,0.018708,10,out of 10,9,out of 9,10,out of 10
2023,050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,0.866548,0.885499,0.87687,0.900657,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.90034,0.908715,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.853431,0.876472,0.919769,0.936349,0.928429,0.929629,6,out of 10,1,out of 9,6,out of 10,0.968747,0.97962,0.972065,0.973738,5,out of 10,2,out of 9,5,out of 10,0.027428,0.019779,0.024684,0.023148,6,out of 10,3,out of 9,6,out of 10
2023,050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,0.866548,0.885499,0.852531,0.866425,0,out of 10,4,out of 9,4,out of 10,0.881939,0.906798,0.857235,0.86891,0,out of 10,2,out of 9,2,out of 10,0.840138,0.871741,0.832541,0.819626,0.919769,0.936349,0.919566,0.932093,7,out of 10,7,out of 9,7,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.027226,0.04109,0,out of 10,0,out of 9,0,out of 10
2023,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,0.866548,0.885499,0.865868,0.876616,5,out of 10,5,out of 9,5,out of 10,0.881939,0.906798,0.892417,0.912458,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.868114,0.871535,0.919769,0.936349,0.931013,0.923511,3,out of 10,0,out of 9,3,out of 10,0.968747,0.97962,0.976377,0.971867,3,out of 10,0,out of 9,3,out of 10,0.027428,0.019779,0.032964,0.024578,4,out of 10,6,out of 9,6,out of 10
2023,050455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,0.866548,0.885499,0.85175,0.866749,1,out of 10,4,out of 9,4,out of 10,0.881939,0.906798,0.893361,0.886439,2,out of 10,0,out of 9,2,out of 10,0.840138,0.871741,0.837066,0.819233,0.919769,0.936349,0.924629,0.916992,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.971854,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.025309,0.023877,5,out of 10,2,out of 9,5,out of 10
2023,050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,CA,94117,SAN FRANCISCO,0.866548,0.885499,0.860377,0.880724,7,out of 10,8,out of 9,8,out of 10,0.881939,0.906798,0.868165,0.898097,6,out of 10,7,out of 9,7,out of 10,0.840138,0.871741,0.856032,0.86107,0.919769,0.936349,0.923842,0.913048,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.017902,0.028762,0,out of 10,0,out of 9,0,out of 10
2023,050464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,CA,95350,STANISLAUS,0.866548,0.885499,0.862601,0.842894,0,out of 10,0,out of 9,0,out of 10,0.881939,0.906798,0.871669,0.849632,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.791685,0.764079,0.919769,0.936349,0.905841,0.892532,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.974017,0.958472,0,out of 10,0,out of 9,0,out of 10,0.027428,0.019779,0.040162,0.03014,0,out of 10,4,out of 9,4,out of 10
2023,050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,CA,90247,LOS ANGELES,0.866548,0.885499,0.872687,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.904272,0.886709,2,out of 10,0,out of 9,2,out of 10,0.840138,0.871741,0.87662,0.850801,0.919769,0.936349,0.928672,0.90333,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050471,PIH HEALTH GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,CA,90017,LOS ANGELES,0.866548,0.885499,0.875791,0.882456,8,out of 10,6,out of 9,8,out of 10,0.881939,0.906798,0.906004,0.915442,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.858984,0.852608,0.919769,0.936349,0.923453,0.918987,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.96495,0.972305,3,out of 10,5,out of 9,5,out of 10,0.027428,0.019779,0.029676,0.025756,2,out of 10,3,out of 9,3,out of 10
2023,050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,91307,LOS ANGELES,0.866548,0.885499,0.890614,0.874628,4,out of 10,0,out of 9,4,out of 10,0.881939,0.906798,0.904693,0.912698,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.836269,0.838479,0.919769,0.936349,0.931641,0.920011,1,out of 10,0,out of 9,1,out of 10,0.968747,0.97962,0.973778,0.96865,0,out of 10,0,out of 9,0,out of 10,0.027428,0.019779,0.021217,0.025847,2,out of 10,0,out of 9,2,out of 10
2023,050485,MEMORIALCARE LONG BEACH MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,CA,90806,LOS ANGELES,0.866548,0.885499,0.865323,0.887516,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.900657,0.90679,9,out of 10,9,out of 9,9,out of 10,0.840138,0.871741,0.855619,0.837078,0.919769,0.936349,0.917775,0.903761,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.963898,0.971759,3,out of 10,5,out of 9,5,out of 10,0.027428,0.019779,0.025601,0.026867,1,out of 10,0,out of 9,1,out of 10
2023,050488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,ALAMEDA,0.866548,0.885499,0.876949,0.884435,9,out of 10,8,out of 9,9,out of 10,0.881939,0.906798,0.881647,0.909355,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.826476,0.847211,0.919769,0.936349,0.907222,0.911672,0,out of 10,1,out of 9,1,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.029093,0.022831,6,out of 10,6,out of 9,6,out of 10
2023,050492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,0.866548,0.885499,0.853211,0.844376,0,out of 10,0,out of 9,0,out of 10,0.881939,0.906798,0.856398,0.885518,2,out of 10,5,out of 9,5,out of 10,0.840138,0.871741,0.828679,0.818976,0.919769,0.936349,0.894614,0.904024,0,out of 10,2,out of 9,2,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.038499,0.029858,0,out of 10,4,out of 9,4,out of 10
2023,050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,CA,94520,CONTRA COSTA,0.866548,0.885499,0.862449,0.892498,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.891282,0.883046,1,out of 10,0,out of 9,1,out of 10,0.840138,0.871741,0.851855,0.842395,0.919769,0.936349,0.932459,0.923356,2,out of 10,0,out of 9,2,out of 10,0.968747,0.97962,0.976432,0.983011,10,out of 10,9,out of 9,10,out of 10,0.027428,0.019779,0.023861,0.016325,10,out of 10,9,out of 9,10,out of 10
2023,050498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,PLACER,0.866548,0.885499,0.843344,0.881989,8,out of 10,9,out of 9,9,out of 10,0.881939,0.906798,0.883537,0.900603,7,out of 10,7,out of 9,7,out of 10,0.840138,0.871741,0.812823,0.853661,0.919769,0.936349,0.917699,0.903957,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.025937,0.025694,3,out of 10,0,out of 9,3,out of 10
2023,050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,CA,92024,SAN DIEGO,0.866548,0.885499,0.886996,0.886163,10,out of 10,0,out of 9,10,out of 10,0.881939,0.906798,0.890272,0.900659,7,out of 10,6,out of 9,7,out of 10,0.840138,0.871741,0.843155,0.863202,0.919769,0.936349,0.91851,0.909783,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.023757,0.022971,6,out of 10,1,out of 9,6,out of 10
2023,050506,TENET HEALTH CENTRAL COAST SIERRA VISTA RMC,1010 MURRAY AVENUE,SAN LUIS OBISPO,CA,93405,SAN LUIS OBISPO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.877052,0.852088,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.830831,0.835194,0.919769,0.936349,0.925074,0.906892,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.023957,0.029379,0,out of 10,0,out of 9,0,out of 10
2023,050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,MARIN,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,CA,94538,ALAMEDA,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,4647 ZION AVE,SAN DIEGO,CA,92120,SAN DIEGO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,CA,95608,SACRAMENTO,0.866548,0.885499,0.867725,0.8621,0,out of 10,0,out of 9,0,out of 10,0.881939,0.906798,0.868959,0.899425,7,out of 10,8,out of 9,8,out of 10,0.840138,0.871741,0.824653,0.837087,0.919769,0.936349,0.904912,0.907871,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.976566,0.966494,0,out of 10,0,out of 9,0,out of 10,0.027428,0.019779,0.025311,0.036356,0,out of 10,0,out of 9,0,out of 10
2023,050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,CA,92392,SAN BERNARDINO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.889496,0.894811,5,out of 10,3,out of 9,5,out of 10,0.840138,0.871741,0.8402,0.831235,0.919769,0.936349,0.9034,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.023281,0.023285,5,out of 10,0,out of 9,5,out of 10
2023,050523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,CA,94509,CONTRA COSTA,0.866548,0.885499,0.866546,0.886239,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.90016,0.906452,9,out of 10,9,out of 9,9,out of 10,0.840138,0.871741,0.817612,0.839689,0.919769,0.936349,0.924658,0.914847,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.03463,NA,NA,NA,NA,NA,NA,NA
2023,050526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,ORANGE,0.866548,0.885499,0.889005,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.897428,0.888141,3,out of 10,0,out of 9,3,out of 10,0.840138,0.871741,0.876157,0.850573,0.919769,0.936349,0.931527,0.916222,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,CA,93635,MERCED,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.860188,0.861058,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.852361,0.826089,0.919769,0.936349,0.921129,0.908558,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050534,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,RIVERSIDE,0.866548,0.885499,0.857261,0.866361,0,out of 10,3,out of 9,3,out of 10,0.881939,0.906798,0.886008,0.87035,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.836551,0.820554,0.919769,0.936349,0.899883,0.905789,0,out of 10,1,out of 9,1,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.024867,NA,NA,NA,NA,NA,NA,NA
2023,050537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,YOLO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,0.887833,0.888939,3,out of 10,0,out of 9,3,out of 10,0.840138,0.871741,0.818555,0.852319,0.919769,0.936349,0.918859,0.910924,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.037473,0.022582,6,out of 10,8,out of 9,8,out of 10
2023,050541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,SAN MATEO,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,CA,91360,VENTURA,0.866548,0.885499,0.866927,0.885549,10,out of 10,9,out of 9,10,out of 10,0.881939,0.906798,0.889155,0.916307,10,out of 10,9,out of 9,10,out of 10,0.840138,0.871741,0.823293,0.847779,0.919769,0.936349,0.909194,0.910398,0,out of 10,0,out of 9,0,out of 10,0.968747,0.97962,0.963431,0.972921,4,out of 10,5,out of 9,5,out of 10,0.027428,0.019779,0.022856,0.018053,10,out of 10,9,out of 9,10,out of 10
2023,050551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,0.866548,0.885499,0.866175,0.871508,3,out of 10,2,out of 9,3,out of 10,0.881939,0.906798,0.871361,0.889362,3,out of 10,5,out of 9,5,out of 10,0.840138,0.871741,0.841288,0.828775,0.919769,0.936349,0.906058,0.91859,0,out of 10,4,out of 9,4,out of 10,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,0.023797,0.029915,0,out of 10,0,out of 9,0,out of 10
2023,050557,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,CA,95355,STANISLAUS,0.866548,0.885499,0.884661,0.877587,6,out of 10,0,out of 9,6,out of 10,0.881939,0.906798,0.883008,0.879987,0,out of 10,0,out of 9,0,out of 10,0.840138,0.871741,0.82303,0.827718,0.919769,0.936349,0.911888,0.921332,1,out of 10,3,out of 9,3,out of 10,0.968747,0.97962,0.971716,0.965075,0,out of 10,0,out of 9,0,out of 10,0.027428,0.019779,0.030945,0.022819,6,out of 10,7,out of 9,7,out of 10
2023,050561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,90034,LOS ANGELES,0.866548,0.885499,NA,NA,NA,NA,NA,NA,NA,NA,0.881939,0.906798,NA,NA,NA,NA,NA,NA,NA,NA,0.840138,0.871741,NA,NA,0.919769,0.936349,NA,NA,NA,NA,NA,NA,NA,NA,0.968747,0.97962,NA,NA,NA,NA,NA,NA,NA,NA,0.027428,0.019779,NA,NA,NA,NA,NA,NA,NA,NA
2023,050567,PROVIDENCE MISSION HOSPITAL,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,0.866548,0.885499,0.883903,0.878146,6,out of 10,0,out of 9,6,out of 10,0.881939,0.906798,0.892988,0.892923,4,out of 10,0,out of 9,4,out of 10,0.840138,0.871741,0.858716,0.854866,0.919769,0.936349,0.936582,0.92445600000000006,3,out of 10,0,out of 9,3,out of 10,0.968747,0.97962,0.975311,0.975966,6,out of 10,1,out of 9,6,out of 10,0.027428,0.019779,0.023324,0.030455,0,out of 10,0,out of 9,0,out of 10
